pathway	enzyme	ko_id	anygene_name
9613	ABC transporters [PATH:ko02010]	bacitracin transport system permease protein	K19084	braE
9614	ABC transporters [PATH:ko02010]	bacitracin transport system ATP-binding protein	K19083	braD
9615	ABC transporters [PATH:ko02010]	cationic antimicrobial peptide transport system permease protein	K19080	vraG
9616	ABC transporters [PATH:ko02010]	cationic antimicrobial peptide transport system ATP-binding protein	K19079	vraF
9617	ABC transporters [PATH:ko02010]	Cu-processing system permease protein	K19341	nosY
9618	ABC transporters [PATH:ko02010]	Cu-processing system ATP-binding protein	K19340	nosF
9619	ABC transporters [PATH:ko02010]	cell division transport system permease protein	K09811	ftsX
9620	ABC transporters [PATH:ko02010]	cell division transport system ATP-binding protein	K09812	ftsE
9621	ABC transporters [PATH:ko02010]	acetoin utilization transport system permease protein	K16918	ytrF
9622	ABC transporters [PATH:ko02010]	acetoin utilization transport system permease protein	K16919	ytrC_D
9623	ABC transporters [PATH:ko02010]	acetoin utilization transport system ATP-binding protein	K16921	ytrB
9624	ABC transporters [PATH:ko02010]	acetoin utilization transport system ATP-binding protein	K16920	ytrE
9625	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily A (ABC1), member 1	K05641	ABCA1
9626	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily A (ABC1), member 2	K05642	ABCA2
9627	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily A (ABC1), member 3	K05643	ABCA3
9628	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily A (ABC1), member 4	K05644	ABCA4
9629	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily A (ABC1), member 7	K05645	ABCA7
9630	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily A (ABC1), member 12	K05646	ABCA12
9631	ABC transporters [PATH:ko02010]	ATP binding cassette, subfamily A (ABC1), member 13	K05647	ABCA13
9632	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily A (ABC1), member 5	K05648	ABCA5
9633	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily A (ABC1), member 6	K05649	ABCA6
9634	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily A (ABC1), member 8	K05650	ABCA8
9635	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily A (ABC1), member 9	K05651	ABCA9
9636	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily A (ABC1), member 10	K05652	ABCA10
9637	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B (MDR/TAP), member 2	K05653	ABCB2
9638	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B (MDR/TAP), member 3	K05654	ABCB3
9639	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B (MDR/TAP), member 8	K05655	ABCB8
9640	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B (MDR/TAP), member 9	K05656	ABCB9
9641	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B (MDR/TAP), member 10	K05657	ABCB10
9642	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:7.6.2.2]	K05658	ABCB1
9643	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B (MDR/TAP), member 4 [EC:7.6.2.2]	K05659	ABCB4
9644	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B (MDR/TAP), member 5	K05660	ABCB5
9645	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B (MDR/TAP), member 6	K05661	ABCB6
9646	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B (MDR/TAP), member 7	K05662	ABCB7
9647	ABC transporters [PATH:ko02010]	mitochondrial ABC transporter ATM	K05663	ABC.ATM
9648	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B (MDR/TAP), member 11	K05664	ABCB11
9649	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B, bacterial IrtA [EC:3.6.3.-]	K14698	irtA
9650	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B, bacterial IrtB [EC:3.6.3.-]	K14699	irtB
9651	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]	K11085	msbA
9652	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B, multidrug efflux pump	K18889	mdlA
9653	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B, multidrug efflux pump	K18890	mdlB
9654	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B, multidrug efflux pump	K18894	K18894
9655	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B, salmochelin/enterobactin exporter	K18895	iroC
9656	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B, bacterial HlyB/CyaB	K11004	hlyB
9657	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B, bacterial RaxB	K13409	raxB
9658	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B, bacterial CylB	K20386	cylB
9659	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]	K18104	abcA
9660	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B, multidrug efflux pump	K18891	patA
9661	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B, multidrug efflux pump	K18892	patB
9662	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B, tetracycline resistant protein	K18216	steA
9663	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B, tetracycline resistant protein	K18217	steB
9664	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B, multidrug efflux pump	K18893	vcaM
9665	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B, multidrug efflux pump	K18887	efrA
9666	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily B, multidrug efflux pump	K18888	efrB
9667	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C (CFTR/MRP), member 1 [EC:7.6.2.3]	K05665	ABCC1
9668	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C (CFTR/MRP), member 2	K05666	ABCC2
9669	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C (CFTR/MRP), member 3	K05667	ABCC3
9670	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C (CFTR/MRP), member 4	K05673	ABCC4
9671	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C (CFTR/MRP), member 5	K05668	ABCC5
9672	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C (CFTR/MRP), member 6	K05669	ABCC6
9673	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C (CFTR/MRP), member 10	K05674	ABCC10
9674	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C (CFTR/MRP), member 11	K05671	ABCC11
9675	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C (CFTR/MRP), member 12	K05672	ABCC12
9676	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C (CFTR/MRP), member 13	K05670	ABCC13
9677	ABC transporters [PATH:ko02010]	cystic fibrosis transmembrane conductance regulator [EC:3.6.3.49]	K05031	CFTR
9678	ABC transporters [PATH:ko02010]	ATP-binding cassette subfamily C (CFTR/MRP) member 8	K05032	ABCC8
9679	ABC transporters [PATH:ko02010]	ATP-binding cassette subfamily C (CFTR/MRP) member 9	K05033	ABCC9
9680	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C, bacterial LapB	K12541	lapB
9681	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C, bacterial exporter for protease/lipase	K12536	hasD
9682	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C, bacterial PrsD	K12539	prsD
9683	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C, bacterial RsaD	K12533	rsaD
9684	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C, bacterial EexD	K16299	eexD
9685	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C, bacterial, competence factor transporting protein [EC:3.4.22.-]	K12292	comA
9686	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C, bacteriocin exporter	K20344	blpA
9687	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C, bacterial CydC	K16012	cydC
9688	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C, bacterial CydD	K16013	cydD
9689	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily C, bacterial CydCD	K16014	cydCD
9690	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily D (ALD), member 1	K05675	ABCD1
9691	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily D (ALD), member 2	K05676	ABCD2
9692	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily D (ALD), member 3	K05677	ABCD3
9693	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily D (ALD), member 4	K05678	ABCD4
9694	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily D (ALD), peroxisomal long-chain fatty acid import protein	K15628	PXA
9695	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily G (WHITE), member 1	K05679	ABCG1
9696	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily G (WHITE), member 4	K05680	ABCG4
9697	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily G (WHITE), member 2	K05681	ABCG2
9698	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily G (WHITE), member 2, PDR	K08711	ABCG2.PDR
9699	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily G (WHITE), member 2, SNQ2	K08712	ABCG2.SNQ2
9700	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily G (WHITE), member 3	K05682	ABCG3
9701	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily G (WHITE), member 5 (sterolin 1)	K05683	ABCG5
9702	ABC transporters [PATH:ko02010]	ATP-binding cassette, subfamily G (WHITE), member 8 (sterolin 2)	K05684	ABCG8
9703	ABC transporters [PATH:ko02010]	macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	K05685	macB
9704	ABC transporters [PATH:ko02010]	macrolide transport system ATP-binding/permease protein	K18230	tylC
9705	ABC transporters [PATH:ko02010]	macrolide transport system ATP-binding/permease protein	K18231	msrA
9706	ABC transporters [PATH:ko02010]	pleuromutilin/lincosamide/streptogramin A transport system ATP-binding/permease protein	K19349	vga
9707	ABC transporters [PATH:ko02010]	lincosamide and streptogramin A transport system ATP-binding/permease protein	K19350	lsa
9708	ABC transporters [PATH:ko02010]	multidrug/microcin transport system ATP-binding/permease protein	K06159	yojI
9709	ABC transporters [PATH:ko02010]	putative pyoverdin transport system ATP-binding/permease protein	K06160	pvdE
9710	ABC transporters [PATH:ko02010]	putative syringomycin transport system ATP-binding/permease protein	K06161	syrD
9711	ABC transporters [PATH:ko02010]	vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein	K02471	bacA
9712	Phosphotransferase system (PTS) [PATH:ko02060]	phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]	K08483	PTS-EI.PTSI
9713	Phosphotransferase system (PTS) [PATH:ko02060]	phosphocarrier protein HPr	K02784	PTS-HPR.PTSH
9714	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, glucose-specific IIA component [EC:2.7.1.199]	K20116	PTS-Glc1-EIIA
9715	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, glucose-specific IIB component [EC:2.7.1.199]	K20117	PTS-Glc1-EIIB
9716	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, glucose-specific IIC component	K20118	PTS-Glc1-EIIC
9717	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, sugar-specific IIA component [EC:2.7.1.-]	K02777	PTS-Glc-EIIA
9718	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, glucose-specific IIB component [EC:2.7.1.199]	K02778	PTS-Glc-EIIB
9719	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, glucose-specific IIC component	K02779	PTS-Glc-EIIC
9720	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, N-acetylglucosamine-specific IIA component [EC:2.7.1.193]	K02802	PTS-Nag-EIIA
9721	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, N-acetylglucosamine-specific IIB component [EC:2.7.1.193]	K02803	PTS-Nag-EIIB
9722	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, N-acetylglucosamine-specific IIC component	K02804	PTS-Nag-EIIC
9723	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, maltose/glucose-specific IIB component [EC:2.7.1.199 2.7.1.208]	K02790	PTS-MalGlc-EIIB
9724	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, maltose/glucose-specific IIC component	K02791	PTS-MalGlc-EIIC
9725	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, maltose-specific IIB component [EC:2.7.1.208]	K20107	PTS-Mal-EIIB
9726	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, maltose-specific IIC component	K20108	PTS-Mal-EIIC
9727	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, D-glucosamine-specific IIA component [EC:2.7.1.-]	K02763	PTS-Dgl-EIIA
9728	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, D-glucosamine-specific IIB component [EC:2.7.1.-]	K02764	PTS-Dgl-EIIB
9729	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, D-glucosamine-specific IIC component	K02765	PTS-Dgl-EIIC
9730	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, sucrose-specific IIA component [EC:2.7.1.211]	K02808	PTS-Scr-EIIA
9731	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, sucrose-specific IIB component [EC:2.7.1.211]	K02809	PTS-Scr-EIIB
9732	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, sucrose-specific IIC component	K02810	PTS-Scr-EIIC
9733	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, beta-glucoside-specific IIA component [EC:2.7.1.-]	K02755	PTS-Bgl-EIIA
9734	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, beta-glucoside-specific IIB component [EC:2.7.1.-]	K02756	PTS-Bgl-EIIB
9735	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, beta-glucoside-specific IIC component	K02757	PTS-Bgl-EIIC
9736	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific IIB component [EC:2.7.1.-]	K02752	PTS-Asc-EIIB
9737	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific IIC component	K02753	PTS-Asc-EIIC
9738	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, alpha-glucoside-specific IIB component [EC:2.7.1.208 2.7.1.-]	K02749	PTS-Glv-EIIB
9739	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, alpha-glucoside-specific IIC component	K02750	PTS-Glv-EIIC
9740	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, trehalose-specific IIA component [EC:2.7.1.201]	K02817	PTS-Tre-EIIA
9741	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, trehalose-specific IIB component [EC:2.7.1.201]	K02818	PTS-Tre-EIIB
9742	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, trehalose-specific IIC component	K02819	PTS-Tre-EIIC
9743	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, N-acetylmuramic acid-specific IIB component [EC:2.7.1.192]	K11191	PTS-Mur-EIIB
9744	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, N-acetylmuramic acid-specific IIC component	K11192	PTS-Mur-EIIC
9745	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, mannitol-specific IIA component [EC:2.7.1.197]	K02798	PTS-Mtl-EIIA
9746	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, mannitol-specific IIB component [EC:2.7.1.197]	K02799	PTS-Mtl-EIIB
9747	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, mannitol-specific IIC component	K02800	PTS-Mtl-EIIC
9748	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, 2-O-A-mannosyl-D-glycerate-specific IIA component [EC:2.7.1.195]	K11198	PTS-Mng-EIIA
9749	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, 2-O-A-mannosyl-D-glycerate-specific IIB component [EC:2.7.1.195]	K11199	PTS-Mng-EIIB
9750	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, 2-O-A-mannosyl-D-glycerate-specific IIC component	K11200	PTS-Mng-EIIC
9751	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, lactose-specific IIA component [EC:2.7.1.207]	K02786	PTS-Lac-EIIA
9752	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, lactose-specific IIB component [EC:2.7.1.207]	K02787	PTS-Lac-EIIB
9753	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, lactose-specific IIC component	K02788	PTS-Lac-EIIC
9754	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, cellobiose-specific IIA component [EC:2.7.1.196 2.7.1.205]	K02759	PTS-Cel-EIIA
9755	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, cellobiose-specific IIB component [EC:2.7.1.196 2.7.1.205]	K02760	PTS-Cel-EIIB
9756	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, cellobiose-specific IIC component	K02761	PTS-Cel-EIIC
9757	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, mannose-specific IIA component [EC:2.7.1.191]	K02793	PTS-Man-EIIA
9758	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, mannose-specific IIB component [EC:2.7.1.191]	K02794	PTS-Man-EIIB
9759	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, mannose-specific IIC component	K02795	PTS-Man-EIIC
9760	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, mannose-specific IID component	K02796	PTS-Man-EIID
9761	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, fructoselysine/glucoselysine-specific IIA component [EC:2.7.1.-]	K19506	PTS-Gfr-EIIA
9762	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, fructoselysine/glucoselysine-specific IIB component [EC:2.7.1.-]	K19507	PTS-Gfr-EIIB
9763	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, fructoselysine/glucoselysine-specific IIC component	K19508	PTS-Gfr-EIIC
9764	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, fructoselysine/glucoselysine-specific IID component	K19509	PTS-Gfr-EIID
9765	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, fructose-specific IIA component [EC:2.7.1.202]	K11194	PTS-Fru1-EIIA
9766	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, fructose-specific IIB component [EC:2.7.1.202]	K11195	PTS-Fru1-EIIB
9767	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, fructose-specific IIC component	K11196	PTS-Fru1-EIIC
9768	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, fructose-specific IID component	K02771	PTS-Fru1-EIID
9769	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, sorbose-specific IIA component [EC:2.7.1.206]	K02812	PTS-Sor-EIIA
9770	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, sorbose-specific IIB component [EC:2.7.1.206]	K02813	PTS-Sor-EIIB
9771	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, sorbose-specific IIC component	K02814	PTS-Sor-EIIC
9772	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, sorbose-specific IID component	K02815	PTS-Sor-EIID
9773	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, N-acetylgalactosamine-specific IIA component [EC:2.7.1.-]	K02744	PTS-Aga-EIIA
9774	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, N-acetylgalactosamine-specific IIB component [EC:2.7.1.-]	K02745	PTS-Aga-EIIB
9775	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, N-acetylgalactosamine-specific IIC component	K02746	PTS-Aga-EIIC
9776	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, N-acetylgalactosamine-specific IID component	K02747	PTS-Aga-EIID
9777	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, galactosamine-specific IIB component [EC:2.7.1.-]	K10984	PTS-Gam-EIIB
9778	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, galactosamine-specific IIC component	K10985	PTS-Gam-EIIC
9779	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, galactosamine-specific IID component	K10986	PTS-Gam-EIID
9780	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, D-glucosaminate-specific IIA component [EC:2.7.1.203]	K17464	PTS-Dga-EIIA
9781	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, D-glucosaminate-specific IIB component [EC:2.7.1.203]	K17465	PTS-Dga-EIIB
9782	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, D-glucosaminate-specific IIC component	K17466	PTS-Dga-EIIC
9783	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, D-glucosaminate-specific IID component	K17467	PTS-Dga-EIID
9784	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, glucitol/sorbitol-specific IIA component [EC:2.7.1.198]	K02781	PTS-Gut-EIIA
9785	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, glucitol/sorbitol-specific IIB component [EC:2.7.1.198]	K02782	PTS-Gut-EIIB
9786	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, glucitol/sorbitol-specific IIC component	K02783	PTS-Gut-EIIC
9787	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, galactitol-specific IIA component [EC:2.7.1.200]	K02773	PTS-Gat-EIIA
9788	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, galactitol-specific IIB component [EC:2.7.1.200]	K02774	PTS-Gat-EIIB
9789	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, galactitol-specific IIC component	K02775	PTS-Gat-EIIC
9790	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, galactose-specific IIA component [EC:2.7.1.204]	K20112	PTS-Gal-EIIA
9791	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, galactose-specific IIB component [EC:2.7.1.204]	K20113	PTS-Gal-EIIB
9792	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, galactose-specific IIC component	K20114	PTS-Gal-EIIC
9793	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, ascorbate-specific IIA component [EC:2.7.1.194]	K02821	PTS-Ula-EIIA
9794	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, ascorbate-specific IIB component [EC:2.7.1.194]	K02822	PTS-Ula-EIIB
9795	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, ascorbate-specific IIC component	K03475	PTS-Ula-EIIC
9796	Phosphotransferase system (PTS) [PATH:ko02060]	phosphocarrier protein FPr	K11183	PTS-HPR.FRUB
9797	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, fructose-specific IIA component [EC:2.7.1.202]	K02768	PTS-Fru-EIIA
9798	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, fructose-specific IIB component [EC:2.7.1.202]	K02769	PTS-Fru-EIIB
9799	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, fructose-specific IIC component	K02770	PTS-Fru-EIIC
9800	Phosphotransferase system (PTS) [PATH:ko02060]	phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]	K08484	PTS-EI.PTSP
9801	Phosphotransferase system (PTS) [PATH:ko02060]	phosphocarrier protein NPr	K08485	PTS-HPR.PTSO
9802	Phosphotransferase system (PTS) [PATH:ko02060]	PTS system, nitrogen regulatory IIA component [EC:2.7.1.-]	K02806	PTS-Ntr-EIIA
9803	Bacterial secretion system [PATH:ko03070]	outer membrane protein	K12340	tolC
9804	Bacterial secretion system [PATH:ko03070]	hemolysin D	K11003	hlyD
9805	Bacterial secretion system [PATH:ko03070]	ATP-binding cassette, subfamily B, bacterial HlyB/CyaB	K11004	hlyB
9806	Bacterial secretion system [PATH:ko03070]	type III secretion protein F	K03221	yscF
9807	Bacterial secretion system [PATH:ko03070]	type III secretion protein O	K04056	yscO
9808	Bacterial secretion system [PATH:ko03070]	type III secretion protein P	K04057	yscP
9809	Bacterial secretion system [PATH:ko03070]	type III secretion protein X	K04059	yscX
9810	Bacterial secretion system [PATH:ko03070]	type III secretion protein C	K03219	yscC
9811	Bacterial secretion system [PATH:ko03070]	type III secretion protein W	K04058	yscW
9812	Bacterial secretion system [PATH:ko03070]	type III secretion protein J	K03222	yscJ
9813	Bacterial secretion system [PATH:ko03070]	type III secretion protein R	K03226	yscR
9814	Bacterial secretion system [PATH:ko03070]	type III secretion protein S	K03227	yscS
9815	Bacterial secretion system [PATH:ko03070]	type III secretion protein T	K03228	yscT
9816	Bacterial secretion system [PATH:ko03070]	type III secretion protein U	K03229	yscU
9817	Bacterial secretion system [PATH:ko03070]	type III secretion protein V	K03230	yscV
9818	Bacterial secretion system [PATH:ko03070]	ATP synthase in type III secretion protein N [EC:7.1.2.2]	K03224	yscN
9819	Bacterial secretion system [PATH:ko03070]	type III secretion protein Q	K03225	yscQ
9820	Bacterial secretion system [PATH:ko03070]	type III secretion protein L	K03223	yscL
9821	Bacterial secretion system [PATH:ko03070]	general secretion pathway protein D	K02453	gspD
9822	Bacterial secretion system [PATH:ko03070]	general secretion pathway protein S	K02465	gspS
9823	Bacterial secretion system [PATH:ko03070]	general secretion pathway protein C	K02452	gspC
9824	Bacterial secretion system [PATH:ko03070]	general secretion pathway protein F	K02455	gspF
9825	Bacterial secretion system [PATH:ko03070]	general secretion pathway protein G	K02456	gspG
9826	Bacterial secretion system [PATH:ko03070]	general secretion pathway protein H	K02457	gspH
9827	Bacterial secretion system [PATH:ko03070]	general secretion pathway protein I	K02458	gspI
9828	Bacterial secretion system [PATH:ko03070]	general secretion pathway protein J	K02459	gspJ
9829	Bacterial secretion system [PATH:ko03070]	general secretion pathway protein K	K02460	gspK
9830	Bacterial secretion system [PATH:ko03070]	general secretion pathway protein L	K02461	gspL
9831	Bacterial secretion system [PATH:ko03070]	general secretion pathway protein M	K02462	gspM
9832	Bacterial secretion system [PATH:ko03070]	general secretion pathway protein E	K02454	gspE
9833	Bacterial secretion system [PATH:ko03070]	general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]	K02464	gspO
9834	Bacterial secretion system [PATH:ko03070]	preprotein translocase subunit SecD	K03072	secD
9835	Bacterial secretion system [PATH:ko03070]	SecD/SecF fusion protein	K12257	secDF
9836	Bacterial secretion system [PATH:ko03070]	preprotein translocase subunit SecF	K03074	secF
9837	Bacterial secretion system [PATH:ko03070]	preprotein translocase subunit SecE	K03073	secE
9838	Bacterial secretion system [PATH:ko03070]	preprotein translocase subunit SecG	K03075	secG
9839	Bacterial secretion system [PATH:ko03070]	preprotein translocase subunit SecY	K03076	secY
9840	Bacterial secretion system [PATH:ko03070]	preprotein translocase subunit YajC	K03210	yajC
9841	Bacterial secretion system [PATH:ko03070]	YidC/Oxa1 family membrane protein insertase	K03217	yidC
9842	Bacterial secretion system [PATH:ko03070]	preprotein translocase subunit SecA	K03070	secA
9843	Bacterial secretion system [PATH:ko03070]	secretion monitor	K13301	secM
9844	Bacterial secretion system [PATH:ko03070]	fused signal recognition particle receptor	K03110	ftsY
9845	Bacterial secretion system [PATH:ko03070]	preprotein translocase subunit SecB	K03071	secB
9846	Bacterial secretion system [PATH:ko03070]	signal recognition particle subunit SRP54 [EC:3.6.5.4]	K03106	SRP54
